PC,eigenvalue,explained_variance_ratio
PC518,1.416713117873149,0.0007083565589365744
PC519,1.4150799906880993,0.0007075399953440496
PC520,1.4131718253814407,0.0007065859126907202
PC521,1.4115910472648363,0.0007057955236324181
PC522,1.40866000272497,0.000704330001362485
PC523,1.4070129233077333,0.0007035064616538666
PC524,1.4052070106892087,0.0007026035053446043
PC525,1.4011450972144865,0.0007005725486072432
PC526,1.400138584362425,0.0007000692921812124
PC527,1.3976563148537613,0.0006988281574268805
PC528,1.396613645243709,0.0006983068226218544
PC529,1.3944120483911984,0.0006972060241955991
PC530,1.3934023292434563,0.0006967011646217281
PC531,1.3911938768277707,0.0006955969384138853
PC532,1.3909643328668722,0.000695482166433436
PC533,1.3856635571666946,0.0006928317785833473
PC534,1.3849352814151097,0.0006924676407075547
PC535,1.3806063581893495,0.0006903031790946747
PC536,1.3773188865202848,0.0006886594432601423
PC537,1.37634033864153,0.000688170169320765
PC538,1.3731055169483461,0.000686552758474173
PC539,1.3718758320355597,0.0006859379160177798
PC540,1.3711621228251092,0.0006855810614125545
PC541,1.369571396220226,0.0006847856981101129
PC542,1.3667141261074596,0.0006833570630537297
PC543,1.3644270954668472,0.0006822135477334235
PC544,1.3625950446316177,0.0006812975223158087
PC545,1.3606254988783255,0.0006803127494391627
PC546,1.358655344043018,0.0006793276720215089
PC547,1.3553820490314226,0.0006776910245157112
PC548,1.352855218027935,0.0006764276090139674
PC549,1.3523765401039527,0.0006761882700519763
PC550,1.3509437348211524,0.0006754718674105761
PC551,1.3487051050591063,0.0006743525525295531
PC552,1.3463208339547965,0.0006731604169773982
PC553,1.345365157011311,0.0006726825785056555
PC554,1.342844755503676,0.0006714223777518379
PC555,1.339012113452125,0.0006695060567260624
PC556,1.3363400011548108,0.0006681700005774054
PC557,1.3353173255869717,0.0006676586627934858
PC558,1.3328223757943538,0.0006664111878971769
PC559,1.3304702102822619,0.0006652351051411309
PC560,1.3291533971027503,0.0006645766985513751
PC561,1.327968138223862,0.0006639840691119309
PC562,1.3255173949469494,0.0006627586974734746
PC563,1.3239171393293956,0.0006619585696646977
PC564,1.3197050984627379,0.0006598525492313689
PC565,1.319027294526048,0.0006595136472630239
PC566,1.315935976275568,0.0006579679881377839
PC567,1.3124093894252953,0.0006562046947126476
PC568,1.31184207287056,0.0006559210364352799
PC569,1.3094199841081346,0.0006547099920540672
PC570,1.3053481363876924,0.0006526740681938462
PC571,1.3022517561236966,0.0006511258780618482
PC572,1.3009391541102284,0.0006504695770551142
PC573,1.3006978578673916,0.0006503489289336957
PC574,1.298815383784822,0.0006494076918924109
PC575,1.2980725187475968,0.0006490362593737983
PC576,1.2959511811643194,0.0006479755905821596
PC577,1.289942532198974,0.0006449712660994869
PC578,1.2889599398744265,0.0006444799699372131
PC579,1.2870580889901415,0.0006435290444950707
PC580,1.2846332448827054,0.0006423166224413526
PC581,1.2832210321037325,0.0006416105160518662
PC582,1.2796652618466384,0.0006398326309233191
PC583,1.2782022692925836,0.0006391011346462917
PC584,1.2769511006203795,0.0006384755503101897
PC585,1.27557579152646,0.00063778789576323
PC586,1.2735912735043837,0.0006367956367521918
PC587,1.2713046037776567,0.0006356523018888283
PC588,1.2697172935849284,0.0006348586467924641
PC589,1.2676186436210568,0.0006338093218105284
PC590,1.2658930971258908,0.0006329465485629453
PC591,1.2643314020915166,0.0006321657010457582
PC592,1.263412514984576,0.000631706257492288
PC593,1.2609387663912577,0.0006304693831956288
PC594,1.257715909054629,0.0006288579545273144
PC595,1.2548065068680407,0.0006274032534340203
PC596,1.2526922736468014,0.0006263461368234007
PC597,1.251597842447975,0.0006257989212239874
PC598,1.2489767715759814,0.0006244883857879906
PC599,1.2465376344567973,0.0006232688172283986
PC600,1.2458522146311706,0.0006229261073155852
PC601,1.2451878180145273,0.0006225939090072635
PC602,1.2429044618585205,0.0006214522309292602
PC603,1.2427580109530456,0.0006213790054765227
PC604,1.2388570615393548,0.0006194285307696773
PC605,1.2359882314009718,0.0006179941157004858
PC606,1.234640556823949,0.0006173202784119743
PC607,1.2329282122917449,0.0006164641061458724
PC608,1.2304735133243423,0.0006152367566621711
PC609,1.2282990166369483,0.000614149508318474
PC610,1.2266074041795665,0.0006133037020897832
PC611,1.2259072608572235,0.0006129536304286116
PC612,1.225529934789155,0.0006127649673945774
PC613,1.221947927394851,0.0006109739636974255
PC614,1.219572930437967,0.0006097864652189834
PC615,1.2179448138202538,0.0006089724069101268
PC616,1.21699708270823,0.0006084985413541149
PC617,1.2152153550914424,0.0006076076775457212
PC618,1.2122643197064065,0.0006061321598532032
PC619,1.2095175863762142,0.000604758793188107
PC620,1.209404278977568,0.000604702139488784
PC621,1.2059408364941835,0.0006029704182470917
PC622,1.2031996238622198,0.0006015998119311099
PC623,1.2028787646711907,0.0006014393823355953
PC624,1.2005003157287586,0.0006002501578643792
PC625,1.198315068331933,0.0005991575341659665
PC626,1.1977488046067224,0.0005988744023033611
PC627,1.1962564233384718,0.0005981282116692358
PC628,1.1944902675751878,0.0005972451337875939
PC629,1.1916289807613836,0.0005958144903806917
PC630,1.1902168703083806,0.0005951084351541903
PC631,1.1881049904589513,0.0005940524952294756
PC632,1.1863925329376523,0.0005931962664688261
PC633,1.1838399383055263,0.000591919969152763
PC634,1.1809353258830122,0.0005904676629415061
PC635,1.1807329334521013,0.0005903664667260505
PC636,1.1793765757333312,0.0005896882878666655
PC637,1.1753664614157349,0.0005876832307078674
PC638,1.17451367902917,0.0005872568395145849
PC639,1.1718927284595555,0.0005859463642297777
PC640,1.1697773808448433,0.0005848886904224216
PC641,1.16865979681239,0.0005843298984061949
PC642,1.1657651691785431,0.0005828825845892715
PC643,1.1641808293871987,0.0005820904146935993
PC644,1.161860556245665,0.0005809302781228324
PC645,1.1574826259016309,0.0005787413129508153
PC646,1.1561096097506927,0.0005780548048753462
PC647,1.1535891761688064,0.0005767945880844032
PC648,1.153376583847555,0.0005766882919237774
PC649,1.152685416326002,0.000576342708163001
PC650,1.1503292104554292,0.0005751646052277146
PC651,1.1478788009689043,0.0005739394004844521
PC652,1.1461682699731854,0.0005730841349865926
PC653,1.1445330120536275,0.0005722665060268136
PC654,1.1435438239395779,0.0005717719119697889
PC655,1.1426765412782611,0.0005713382706391305
PC656,1.1383884216863032,0.0005691942108431515
PC657,1.135965373890946,0.000567982686945473
PC658,1.1354155489312963,0.0005677077744656481
PC659,1.132876505788375,0.0005664382528941874
PC660,1.132139015943499,0.0005660695079717494
PC661,1.1287673693639213,0.0005643836846819605
PC662,1.127984308041806,0.0005639921540209029
PC663,1.1276894295879312,0.0005638447147939655
PC664,1.1262547641426754,0.0005631273820713376
PC665,1.1235006984291525,0.0005617503492145762
PC666,1.12207685047774,0.00056103842523887
PC667,1.1210386152024463,0.0005605193076012231
PC668,1.1196196765629958,0.0005598098382814978
PC669,1.1192051745154634,0.0005596025872577317
PC670,1.1148478818256218,0.0005574239409128108
PC671,1.11397974389676,0.00055698987194838
PC672,1.1123118866809545,0.0005561559433404771
PC673,1.1099252845361762,0.0005549626422680881
PC674,1.1077551494862032,0.0005538775747431016
PC675,1.1058444908418608,0.0005529222454209303
PC676,1.1042902067771914,0.0005521451033885956
PC677,1.1030776679964671,0.0005515388339982335
PC678,1.1014812661161948,0.0005507406330580973
PC679,1.099133768351474,0.0005495668841757369
PC680,1.096840786048038,0.0005484203930240189
PC681,1.0950304394153334,0.0005475152197076666
PC682,1.093210712243914,0.0005466053561219569
PC683,1.0909703874033545,0.0005454851937016772
PC684,1.0876091300416197,0.0005438045650208098
PC685,1.0870085589755605,0.0005435042794877801
PC686,1.0843551119372115,0.0005421775559686057
PC687,1.0822018583540636,0.0005411009291770317
PC688,1.080408765421561,0.0005402043827107805
PC689,1.0801231290199083,0.0005400615645099541
PC690,1.0777039818939105,0.0005388519909469552
PC691,1.0754512455077117,0.0005377256227538557
PC692,1.0736976932854907,0.0005368488466427453
PC693,1.0733310061162005,0.0005366655030581001
PC694,1.071686158004128,0.0005358430790020639
PC695,1.0698644771990948,0.0005349322385995474
PC696,1.0660644449377268,0.0005330322224688633
PC697,1.0656127181326787,0.0005328063590663393
PC698,1.064421689061125,0.0005322108445305625
PC699,1.0634027967980773,0.0005317013983990386
PC700,1.062454562992543,0.0005312272814962715
PC701,1.0595888892770242,0.0005297944446385121
PC702,1.058357593399874,0.0005291787966999369
PC703,1.056598020250967,0.0005282990101254834
PC704,1.0543562008292653,0.0005271781004146326
PC705,1.0527339022165454,0.0005263669511082727
PC706,1.0522203925369111,0.0005261101962684555
PC707,1.0489485023217087,0.0005244742511608543
PC708,1.0459117049500626,0.0005229558524750312
PC709,1.0452657094959412,0.0005226328547479705
PC710,1.0440615022271054,0.0005220307511135526
PC711,1.043579667245999,0.0005217898336229994
PC712,1.0419195669382633,0.0005209597834691316
PC713,1.04011983821064,0.00052005991910532
PC714,1.03792768765209,0.000518963843826045
PC715,1.036675961490888,0.000518337980745444
PC716,1.035027236546234,0.000517513618273117
PC717,1.032165713196304,0.000516082856598152
PC718,1.0297778504982178,0.0005148889252491088
PC719,1.0286660584491691,0.0005143330292245845
PC720,1.0269552713784487,0.0005134776356892243
PC721,1.0253787313444966,0.0005126893656722482
PC722,1.0231935494081426,0.0005115967747040712
PC723,1.0229194121387741,0.000511459706069387
PC724,1.0208734185994506,0.0005104367092997253
PC725,1.020362208327519,0.0005101811041637594
PC726,1.0181183087878407,0.0005090591543939202
PC727,1.0176711995517147,0.0005088355997758573
PC728,1.0145644455889558,0.0005072822227944778
PC729,1.0123644850385183,0.0005061822425192591
PC730,1.0103932413183412,0.0005051966206591705
PC731,1.0087756591681374,0.0005043878295840687
PC732,1.0073992213554674,0.0005036996106777337
PC733,1.0048164951635963,0.000502408247581798
PC734,1.0031835383473993,0.0005015917691736996
PC735,1.002802710206525,0.0005014013551032624
PC736,0.9995462911728374,0.0004997731455864187
PC737,0.9989899073544757,0.0004994949536772378
PC738,0.9968697129000232,0.0004984348564500116
PC739,0.9958110124054984,0.0004979055062027492
PC740,0.9957469858129903,0.000497873492906495
PC741,0.9929254498166381,0.000496462724908319
PC742,0.990722244111359,0.0004953611220556794
PC743,0.9891050060489122,0.0004945525030244561
PC744,0.9884417673817951,0.0004942208836908976
PC745,0.987144303461455,0.0004935721517307274
PC746,0.9842638733126394,0.0004921319366563197
PC747,0.9839964640941976,0.0004919982320470988
PC748,0.9817650117750493,0.0004908825058875246
PC749,0.9806454152009342,0.000490322707600467
PC750,0.9792957335682706,0.0004896478667841352
PC751,0.97796212499232,0.0004889810624961599
PC752,0.9772240278990344,0.0004886120139495171
PC753,0.9748492780771992,0.00048742463903859957
PC754,0.9738406847326893,0.0004869203423663446
PC755,0.9715561796244094,0.0004857780898122047
PC756,0.9691042102843616,0.00048455210514218073
PC757,0.9665470949151935,0.0004832735474575967
PC758,0.965533352048249,0.0004827666760241244
PC759,0.9644287339313663,0.0004822143669656831
PC760,0.9602656411717996,0.0004801328205858997
PC761,0.9595448624653921,0.000479772431232696
PC762,0.9576773293005162,0.00047883866465025805
PC763,0.9572032737498314,0.00047860163687491565
PC764,0.9547893733037547,0.0004773946866518773
PC765,0.9538210392100593,0.0004769105196050296
PC766,0.951183557759198,0.000475591778879599
PC767,0.9503141186586762,0.0004751570593293381
PC768,0.9491969552955994,0.0004745984776477997
PC769,0.9461835141388001,0.0004730917570694
PC770,0.9451298204567141,0.000472564910228357
PC771,0.9443931946377919,0.00047219659731889593
PC772,0.9440448020878291,0.0004720224010439145
PC773,0.9400062908130915,0.0004700031454065457
PC774,0.939514866560637,0.0004697574332803184
PC775,0.9380102196554274,0.00046900510982771364
PC776,0.9365448648785244,0.0004682724324392621
PC777,0.9350577580001247,0.0004675288790000623
PC778,0.9337715459755442,0.00046688577298777204
PC779,0.9333033979151751,0.0004666516989575875
PC780,0.9307118756521885,0.0004653559378260942
PC781,0.9278115710918289,0.00046390578554591437
PC782,0.9274235914374271,0.00046371179571871353
PC783,0.9261881102866395,0.0004630940551433197
PC784,0.9244038576423046,0.00046220192882115224
PC785,0.9228925140131633,0.0004614462570065816
PC786,0.9205250884740281,0.00046026254423701404
PC787,0.9193546750843059,0.0004596773375421529
PC788,0.9173011162040033,0.00045865055810200163
PC789,0.9162732803741372,0.00045813664018706855
PC790,0.9145257285011739,0.0004572628642505869
PC791,0.9136129708311003,0.00045680648541555007
PC792,0.9110463620303243,0.0004555231810151621
PC793,0.9090000757267969,0.0004545000378633984
PC794,0.9073581770827764,0.00045367908854138816
PC795,0.9062208101492748,0.00045311040507463736
PC796,0.9049720252613979,0.0004524860126306989
PC797,0.9044327371684239,0.0004522163685842119
PC798,0.9025687152118306,0.00045128435760591524
PC799,0.9010614389819165,0.00045053071949095817
PC800,0.8992001892233837,0.00044960009461169183
PC801,0.898510801672063,0.00044925540083603143
PC802,0.8964851005585733,0.0004482425502792866
PC803,0.8959567551363974,0.00044797837756819863
PC804,0.8934406811666137,0.0004467203405833068
PC805,0.8930609698675182,0.00044653048493375905
PC806,0.890473294240662,0.00044523664712033096
PC807,0.8888013057058097,0.00044440065285290483
PC808,0.8877266472109923,0.0004438633236054961
PC809,0.8862764499900303,0.0004431382249950151
PC810,0.8847162586029167,0.0004423581293014583
PC811,0.8827304748262236,0.0004413652374131117
PC812,0.8820342046623536,0.00044101710233117677
PC813,0.8809613298230671,0.0004404806649115335
PC814,0.8795639243828097,0.0004397819621914048
PC815,0.8774038050870139,0.0004387019025435069
PC816,0.876023179935812,0.00043801158996790594
PC817,0.8748877840116354,0.0004374438920058176
PC818,0.8733359612000757,0.0004366679806000378
PC819,0.870853319637995,0.00043542665981899744
PC820,0.8706106590260001,0.000435305329513
PC821,0.8681782510831726,0.00043408912554158627
PC822,0.8675494854589594,0.00043377474272947964
PC823,0.8666317240060897,0.00043331586200304477
PC824,0.8656816576737534,0.00043284082883687666
PC825,0.8651165476069534,0.0004325582738034767
PC826,0.862156470713039,0.0004310782353565195
PC827,0.8605643981420263,0.00043028219907101313
PC828,0.8586730808802165,0.00042933654044010824
PC829,0.8568644640435409,0.0004284322320217704
PC830,0.8552580484542426,0.00042762902422712124
PC831,0.8529588319452605,0.00042647941597263015
PC832,0.8515773300573194,0.00042578866502865966
PC833,0.8510799132553499,0.0004255399566276749
PC834,0.8502546763655473,0.0004251273381827736
PC835,0.8489949704585327,0.0004244974852292663
PC836,0.8468817139416505,0.00042344085697082517
PC837,0.8453162215683622,0.00042265811078418105
PC838,0.8421751087907672,0.00042108755439538355
PC839,0.8418155539241079,0.0004209077769620539
PC840,0.8395687375677838,0.00041978436878389186
PC841,0.8387409106760979,0.0004193704553380489
PC842,0.8374826416672164,0.00041874132083360814
PC843,0.8363316796307063,0.00041816583981535313
PC844,0.8352881022551243,0.0004176440511275621
PC845,0.8336135240174358,0.0004168067620087179
PC846,0.8319550376785305,0.0004159775188392652
PC847,0.8309409448301864,0.0004154704724150932
PC848,0.8299230348230536,0.00041496151741152675
PC849,0.8285321662622733,0.0004142660831311366
PC850,0.8270532178364032,0.00041352660891820156
PC851,0.8266107794515861,0.000413305389725793
PC852,0.8241275582203461,0.000412063779110173
PC853,0.8229231052074479,0.0004114615526037239
PC854,0.8221564602376303,0.0004110782301188151
PC855,0.8211683975879873,0.0004105841987939936
PC856,0.8190760796125447,0.0004095380398062723
PC857,0.8163921574507682,0.00040819607872538406
PC858,0.8158400525746865,0.0004079200262873432
PC859,0.815193360112375,0.00040759668005618745
PC860,0.8145531112857115,0.0004072765556428557
PC861,0.8122225032868985,0.0004061112516434492
PC862,0.8100696525744329,0.0004050348262872164
PC863,0.80908114897585,0.00040454057448792495
PC864,0.8088159271225154,0.00040440796356125766
PC865,0.8071221899154375,0.0004035610949577187
PC866,0.8046047224200158,0.00040230236121000787
PC867,0.8041363407494121,0.000402068170374706
PC868,0.8026498793953049,0.00040132493969765237
PC869,0.8014362561033055,0.0004007181280516527
PC870,0.8011393076747456,0.0004005696538373728
PC871,0.7996209766400043,0.0003998104883200021
PC872,0.798124275310211,0.00039906213765510546
PC873,0.7954822321121489,0.0003977411160560744
PC874,0.7940678913808736,0.0003970339456904368
PC875,0.7929213271984762,0.00039646066359923807
PC876,0.7922555494309246,0.00039612777471546227
PC877,0.7914020391870825,0.00039570101959354124
PC878,0.7893719422310054,0.00039468597111550266
PC879,0.7877488617297405,0.0003938744308648702
PC880,0.786181385096676,0.000393090692548338
PC881,0.7839547823061433,0.00039197739115307163
PC882,0.783713275685952,0.0003918566378429759
PC883,0.7833257060015059,0.0003916628530007529
PC884,0.7826443489688142,0.00039132217448440706
PC885,0.7808730584814814,0.0003904365292407406
PC886,0.7795603872614599,0.00038978019363072994
PC887,0.7774819775931012,0.00038874098879655055
PC888,0.7753219434960164,0.00038766097174800814
PC889,0.7745720872742837,0.00038728604363714184
PC890,0.7728089008238576,0.00038640445041192875
PC891,0.7718759725883345,0.0003859379862941672
PC892,0.7694681962367976,0.0003847340981183988
PC893,0.7685740467622653,0.00038428702338113256
PC894,0.7663814307405035,0.0003831907153702517
PC895,0.7653372113194318,0.00038266860565971586
PC896,0.7648498540995989,0.0003824249270497994
PC897,0.7631558127457864,0.00038157790637289316
PC898,0.7609173359309442,0.0003804586679654721
PC899,0.7599769125553878,0.00037998845627769384
PC900,0.7587638434056649,0.0003793819217028324
PC901,0.7583058721749996,0.00037915293608749973
PC902,0.7576894719034738,0.00037884473595173687
PC903,0.7560184109009248,0.00037800920545046237
PC904,0.753582959574646,0.000376791479787323
PC905,0.752805637976198,0.000376402818988099
PC906,0.7515249635453105,0.0003757624817726552
PC907,0.7507909818595396,0.00037539549092976976
PC908,0.7490081276060114,0.0003745040638030057
PC909,0.7483134302299111,0.00037415671511495553
PC910,0.7476411587412404,0.00037382057937062013
PC911,0.7459771681423588,0.0003729885840711794
PC912,0.7446363000608186,0.0003723181500304093
PC913,0.7437203355869836,0.00037186016779349173
PC914,0.7425858521316171,0.0003712929260658085
PC915,0.7407774127526047,0.0003703887063763023
PC916,0.7403992107949646,0.0003701996053974823
PC917,0.738544573776424,0.00036927228688821194
PC918,0.7360014109949368,0.00036800070549746833
PC919,0.7346495366137992,0.00036732476830689953
PC920,0.7330731135417765,0.0003665365567708882
PC921,0.7316405809838739,0.00036582029049193687
PC922,0.731200513732826,0.00036560025686641296
PC923,0.7300555376372314,0.0003650277688186157
PC924,0.727524602869327,0.0003637623014346634
PC925,0.7261634550303542,0.000363081727515177
PC926,0.7249169831714831,0.00036245849158574153
PC927,0.7236738550845104,0.00036183692754225517
PC928,0.7228202669974889,0.0003614101334987444
PC929,0.7218869821245503,0.0003609434910622751
PC930,0.7194743252087182,0.00035973716260435907
PC931,0.7184747719094305,0.0003592373859547152
PC932,0.7179113624689252,0.00035895568123446255
PC933,0.716740143290502,0.00035837007164525093
PC934,0.715776266167143,0.00035788813308357145
PC935,0.713468149380084,0.00035673407469004196
PC936,0.7128146061738267,0.00035640730308691336
PC937,0.7114752863585025,0.00035573764317925125
PC938,0.7094981322777907,0.0003547490661388953
PC939,0.7090030120088706,0.00035450150600443525
PC940,0.7072378696827895,0.0003536189348413947
PC941,0.706498637589885,0.00035324931879494246
PC942,0.7056340210408074,0.0003528170105204037
PC943,0.7043477844742771,0.00035217389223713856
PC944,0.7028391715592222,0.000351419585779611
PC945,0.7013068212799248,0.0003506534106399624
PC946,0.7005720049017133,0.00035028600245085663
PC947,0.6986061391143618,0.00034930306955718084
PC948,0.6972637863630248,0.00034863189318151233
PC949,0.6967118344805974,0.00034835591724029864
PC950,0.6954882160993248,0.00034774410804966235
PC951,0.6941997008027307,0.00034709985040136534
PC952,0.6918280587154726,0.00034591402935773625
PC953,0.6908444046841302,0.00034542220234206505
PC954,0.6902207007401276,0.0003451103503700638
PC955,0.6890137955138352,0.0003445068977569176
PC956,0.687808294910504,0.00034390414745525197
PC957,0.6861071769559579,0.0003430535884779789
PC958,0.6855319507486366,0.00034276597537431823
PC959,0.6841933398953809,0.0003420966699476904
PC960,0.6825375578281324,0.00034126877891406615
PC961,0.6817909436293934,0.00034089547181469665
PC962,0.6808412995295855,0.0003404206497647927
PC963,0.6784475546907768,0.00033922377734538835
PC964,0.6777184255055552,0.00033885921275277753
PC965,0.6768197246427106,0.00033840986232135524
PC966,0.6742920923287167,0.0003371460461643583
PC967,0.6734891244930298,0.00033674456224651485
PC968,0.6721936110712733,0.0003360968055356366
PC969,0.670864980229957,0.0003354324901149785
PC970,0.6686514135670494,0.0003343257067835247
PC971,0.6684553351902673,0.0003342276675951336
PC972,0.6672817354779588,0.00033364086773897937
PC973,0.6657777318709592,0.00033288886593547956
PC974,0.664509371772962,0.00033225468588648095
PC975,0.6633507049152325,0.00033167535245761623
PC976,0.6620955387117098,0.00033104776935585485
PC977,0.6603863372598555,0.00033019316862992773
PC978,0.6603208383827512,0.0003301604191913756
PC979,0.6584262200103511,0.0003292131100051755
PC980,0.6572899467556091,0.0003286449733778045
PC981,0.6555190241911388,0.0003277595120955694
PC982,0.6538599712241588,0.00032692998561207936
PC983,0.652837434130245,0.0003264187170651224
PC984,0.6520761472249794,0.00032603807361248965
PC985,0.6506199433504054,0.00032530997167520267
PC986,0.6499620823936061,0.00032498104119680303
PC987,0.6480312427266899,0.0003240156213633449
PC988,0.6478412789101924,0.00032392063945509614
PC989,0.6469984827146238,0.00032349924135731184
PC990,0.6461375876748972,0.00032306879383744855
PC991,0.6434543516504292,0.0003217271758252146
PC992,0.6425593780501346,0.0003212796890250673
PC993,0.6413167184164058,0.0003206583592082029
PC994,0.6411243864894056,0.0003205621932447028
PC995,0.63999875207253,0.00031999937603626496
PC996,0.6379407414564173,0.0003189703707282086
PC997,0.6371072587258899,0.0003185536293629449
PC998,0.6364024393235163,0.0003182012196617581
PC999,0.635953393045054,0.00031797669652252697
PC1000,0.6349282726917432,0.0003174641363458716
PC1001,0.6332248397235087,0.00031661241986175433
PC1002,0.6310661740316283,0.00031553308701581415
PC1003,0.629257381193522,0.000314628690596761
PC1004,0.6288210465799658,0.0003144105232899829
PC1005,0.6278357219875731,0.0003139178609937865
PC1006,0.627047709679531,0.0003135238548397655
PC1007,0.6258305731874164,0.00031291528659370817
PC1008,0.6242647275357359,0.00031213236376786795
PC1009,0.6232603305191406,0.00031163016525957027
PC1010,0.6217631225524933,0.0003108815612762466
PC1011,0.6208440829727249,0.0003104220414863624
PC1012,0.6192101777719246,0.00030960508888596224
PC1013,0.6188116383379245,0.0003094058191689622
PC1014,0.6181406091587737,0.0003090703045793868
PC1015,0.6172544530665806,0.00030862722653329024
PC1016,0.6148266014364449,0.0003074133007182224
PC1017,0.6136381830397568,0.0003068190915198784
PC1018,0.6120603790344521,0.000306030189517226
PC1019,0.6112483467235891,0.0003056241733617945
PC1020,0.6106330488569981,0.00030531652442849903
PC1021,0.6102412522071103,0.00030512062610355516
PC1022,0.6088924013783249,0.00030444620068916244
PC1023,0.6069045148491521,0.000303452257424576
PC1024,0.6067518647173732,0.00030337593235868655
PC1025,0.6049211861858568,0.00030246059309292834
